Country,year,REER,ccode,NOMLRATE,log_RPUBINV,log_RGDP,growth_RGDP,UNRATE,PDEBT,INVGDP,OUTPUTGAP,PRIMARYBAL,PUBINVRATIO,forecasterror,INVGDP_diff
Luxembourg,2012,100.58964,LUX,1.82,0.671461591,3.912053805,0.01636447,5.1,20.8491,15.26345133,-2.5749982,0.9840469,3.9140709,-0.284456523,0.24147764
Luxembourg,2013,102.17927,LUX,1.85,0.583765708,3.943279007,0.031225203,5.9,22.4007,14.97905366,-1.6130922,1.3417392,3.4752169,-0.3307468,-0.28439767
Luxembourg,2014,102.74996,LUX,1.34,0.659995933,3.969171852,0.025892845,5.9,21.8504,15.49711419,-1.4141247,1.7437671,3.6546278,0.107583579,0.51806053
Luxembourg,2015,100,LUX,0.37,0.737651985,3.991615766,0.022443913,6.7,21.1151,13.44737848,-1.3483573,1.7089595,3.862082,-0.07178877,-2.04973571
Luxembourg,2016,100.71729,LUX,0.25,0.772172689,4.040198255,0.048582489,6.3,19.5885,13.47667693,1.0488703,2.2628601,3.8081542,-0.4543629,0.02929845
Luxembourg,2017,101.80476,LUX,0.54,0.843661115,4.053284171,0.013085916,5.5,21.7909,13.77414139,-0.0783065,1.7362922,4.0371828,-0.1922998,0.29746446
Luxembourg,2018,103.3844,LUX,0.56,0.82239269,4.065403617,0.012119446,5.6,20.9038,12.29879796,-0.9590185,3.5281921,3.9046153,-0.1674889,-1.47534343
Luxembourg,2019,102.82099,LUX,-0.12,0.904416208,4.094145042,0.028741425,5.6,22.3619,13.96183947,-0.7592059,3.0050521,4.1183037,0.0109668,1.66304151
Luxembourg,2020,103.29111,LUX,-0.41,1.023746835,4.085005085,-0.009139958,6.8,24.4853,12.01067443,-3.877646,-2.8707804,4.6828738,-0.5307636,-1.95116504
Luxembourg,2021,104.11984,LUX,-0.36,0.957320804,4.154236367,0.069231282,5.3,24.374,14.09335102,0.6764545,1.1630735,4.0888126,-0.1731894,2.08267659
Luxembourg,2022,102.32901,LUX,1.73,1.000677211,4.167943941,0.013707574,4.6,24.607,13.30293181,0.1020573,0.3433683,4.2118562,0.0250938,-0.79041921
Luxembourg,2023,101.76991,LUX,2.97,1.102935731,4.15692617,-0.011017771,5.2,25.5479,13.41421129,-3.034805,-0.3985519,4.7170317,0.1979984,0.11127948
Latvia,2000,91.99627,LVA,NA,-1.400963858,2.604242675,0.056768871,14.5,12.3799,23.37606609,-1.6632031,-1.8329462,1.8220473,NA,NA
Latvia,2001,91.58776,LVA,7.57,-1.514588962,2.666847071,0.062604396,13.9,14.1095,25.64181195,-1.8926053,-1.0618032,1.5276574,NA,2.26574586
Latvia,2002,88.79401,LVA,5.41,-1.379644914,2.740706157,0.073859086,12.6,13.4399,22.67742798,-1.0667751,-1.6533812,1.6238807,NA,-2.96438397
Latvia,2003,84.89773,LVA,4.9,-0.680970959,2.821633198,0.080927041,11.7,14.7592,22.36466694,-0.009893,-0.8454768,3.0118881,-0.707749219,-0.31276104
Latvia,2004,85.47613,LVA,4.86,-0.358336634,2.905285946,0.083652748,11.8,15.2161,25.61380933,0.7669447,-0.4632666,3.8249598,1.096887036,3.24914239
Latvia,2005,84.04699,LVA,3.88,-0.294089491,3.015173337,0.109887392,10.1,12.3899,28.37539842,3.9169383,0.0696807,3.6543073,0.796291203,2.76158909
Latvia,2006,86.37381,LVA,4.13,0.18942767,3.135841486,0.120668149,7.1,10.5715,30.06847445,8.5045846,-0.0799027,5.2527768,1.197682622,1.69307603
Latvia,2008,101.46403,LVA,6.43,0.32429658,3.200438369,-0.034475189,7.8,19.4699,27.7829784,4.0101084,-3.8661967,5.6351756,-0.769820018,-2.28549605
Latvia,2009,106.63934,LVA,12.36,0.060906729,3.025608291,-0.174830078,17.7,37.9889,17.75892297,-10.6518964,-8.2255692,5.1575843,0.648209506,-10.02405543
Latvia,2010,98.21862,LVA,10.34,-0.013130341,2.988309151,-0.03729914,19.7,48.6342,14.54826847,-11.6317349,-6.9777941,4.9715457,-0.916044927,-3.2106545
Latvia,2011,98.96698,LVA,5.91,0.133453947,3.018220607,0.029911457,16.3,46.5888,18.13821581,-7.8934475,-2.5884986,5.5867839,-0.28826958,3.58994734
Latvia,2012,97.46468,LVA,4.57,0.183601176,3.088727849,0.070507241,15.1,44.0483,21.53738464,-1.3257631,0.2841123,5.4741847,0.104507665,3.39916883
Latvia,2013,96.56515,LVA,3.34,0.082618127,3.109472119,0.020744271,11.9,41.7741,20.1181048,-0.4584197,0.3116661,4.8467881,-0.383581605,-1.41927984
Latvia,2014,99.31818,LVA,2.51,0.092750863,3.130205472,0.020733353,10.9,43.0789,18.84854705,-0.1334821,-0.2922708,4.7956803,0.983728474,-1.26955775
Latvia,2015,100,LVA,0.96,0.172624694,3.167340817,0.037135345,9.9,38.2791,17.30249753,1.0075159,-0.2110405,5.0050833,0.744911583,-1.54604952
Latvia,2016,101.23566,LVA,0.53,-0.10788316,3.192537599,0.025196782,9.7,41.7341,16.48310874,1.3103895,1.1042457,3.6867652,0.175498,-0.81938879
Latvia,2017,101.21142,LVA,0.83,0.188332606,3.225962257,0.033424658,8.7,40.3296,16.73170715,2.0223451,0.7177579,4.7948409,0.3859618,0.24859841
Latvia,2018,105.05481,LVA,0.9,0.427144717,3.268156535,0.042194279,7.4,38.3044,17.06711507,3.4760713,-0.5538577,5.836658,1.0130877,0.33540792
Latvia,2019,105.0414,LVA,0.34,0.304739144,3.27488747,0.006730935,6.3,37.9108,17.59448033,1.5028215,0.5989786,5.1295701,-0.4549531,0.52736526
Latvia,2020,107.20788,LVA,-0.06,0.415602004,3.239579223,-0.035308247,8.1,44.037,17.09267001,-3.9662175,-3.3628133,5.9369348,0.2011254,-0.50181032
Latvia,2021,107.52176,LVA,0,0.42929182,3.306744567,0.067165344,7.6,45.8718,17.30007155,-0.0053671,-6.6774352,5.6277935,-0.4460619,0.20740154
Latvia,2022,110.96968,LVA,2.27,0.224646835,3.324708989,0.017964422,6.9,44.4246,18.51058868,0.3652607,-4.3498365,4.5046407,-0.4825535,1.21051713
Latvia,2023,118.95042,LVA,3.83,0.458585444,3.341633135,0.016924146,6.5,44.9895,19.27412849,0.4933677,-1.650343,5.5963938,0.2648452,0.76353981
Malta,2000,95.44068,MLT,5.75,-1.453224728,1.798344779,0.062159415,6.6,61.1452,19.84911902,3.1255112,-1.4368827,3.871331,NA,NA
Malta,2001,96.47598,MLT,6.19,-1.560086011,1.790743373,-0.007601406,6.9,65.1662,17.86647749,-1.1067872,-2.3643543,3.5055242,NA,-1.98264153
Malta,2002,98.36035,MLT,5.82,-1.374220702,1.817785564,0.027042191,6.9,63.3695,13.33678346,-0.3355181,-1.4866799,4.1089254,NA,-4.52969403
Malta,2003,102.15886,MLT,5.04,-1.24123636,1.854054064,0.0362685,7.6,69.0082,17.32912509,0.8385911,-5.4482407,4.5261984,NA,3.99234163
Malta,2004,105.05478,MLT,4.69,-1.434459723,1.858119164,0.0040651,7.2,71.2102,17.42830464,-1.0277905,-0.536658,3.7157957,-1.975785714,0.09917955
Malta,2005,104.15211,MLT,4.56,-1.200158986,1.886523083,0.028403918,6.9,70.1507,17.97828098,-0.7763215,0.9706415,4.5653218,-0.152268974,0.54997634
Malta,2006,104.9016,MLT,4.32,-1.313089592,1.909616576,0.023093493,6.8,64.5452,16.45996614,-0.8048111,1.2675237,3.9847079,-1.751037464,-1.51831484
Malta,2008,110.35871,MLT,4.81,-1.701910754,2.001915041,0.043162002,6,61.5247,17.75284935,2.2524533,-0.7552289,2.462912,-1.016420508,1.29288321
Malta,2009,111.17047,MLT,4.54,-1.755876161,1.987863389,-0.014051652,6.9,66.0453,17.36340286,-2.3636507,0.0858826,2.3665439,-0.962061082,-0.38944649
Malta,2010,105.58515,MLT,4.19,-1.772459456,2.047993443,0.060130054,6.9,65.0323,18.63048275,0.0421693,0.7621707,2.1917872,-0.756855261,1.26707989
Malta,2011,104.80688,MLT,4.49,-1.494686797,2.057865443,0.009872,6.4,68.9383,15.12396894,-2.1007484,0.1308154,2.8651421,0.146672267,-3.50651381
Malta,2012,102.74765,MLT,4.13,-1.302393637,2.098063325,0.040197882,6.2,65.6117,16.44089279,-2.2521261,-0.3730216,3.3358023,0.451746872,1.31692385
Malta,2013,104.29704,MLT,3.36,-1.420525904,2.159086477,0.061023153,6.1,64.9299,14.50688736,-0.8020983,0.5719993,2.7886505,-0.321116043,-1.93400543
Malta,2014,104.98709,MLT,2.61,-1.139759724,2.232629258,0.073542781,5.7,60.7177,13.40923466,0.9964266,1.1398609,3.4307579,0.367886405,-1.0976527
Malta,2015,100,MLT,1.49,-0.885276678,2.32448454,0.091855282,5.4,55.013,19.62674426,2.6066999,1.427396,4.0366251,0.132843708,6.2175096
Malta,2016,101.41656,MLT,0.89,-1.326298334,2.364455057,0.039970517,4.7,53.1068,18.82056342,-0.447837,3.128584,2.4953196,-0.4091672,-0.80618084
Malta,2017,102.70071,MLT,1.28,-1.291133465,2.486419671,0.121964615,4,45.5131,16.4100535,4.8022082,5.084666,2.2878604,-0.3400495,-2.41050992
Malta,2018,104.65524,MLT,1.39,-0.876657813,2.55584496,0.069425289,4,41.3939,15.88081511,4.3104519,3.2759248,3.2305985,0.7093293,-0.52923839
Malta,2019,103.1564,MLT,0.67,-0.760635407,2.595882869,0.040037908,4.1,39.1958,16.59122553,0.9269202,1.9802442,3.4856408,-0.9065024,0.71041042
Malta,2020,104.66321,MLT,0.48,-0.742561328,2.560514151,-0.035368718,4.9,48.6739,17.34089783,-7.6744651,-7.5407932,3.6769906,-1.1974283,0.7496723
Malta,2021,103.43265,MLT,0.5,-0.621879415,2.686799326,0.126285175,3.8,49.6221,19.26963465,0.068963,-5.9519208,3.6564455,-1.0763714,1.92873682
Malta,2022,99.95112,MLT,2.41,-0.705626381,2.727443594,0.040644269,3.5,49.3957,21.01110279,-1.7575526,-4.3344415,3.228767,-0.6980535,1.74146814
Malta,2023,104.12935,MLT,3.71,-0.566964439,2.799746586,0.072302992,3.5,47.415,15.19160385,0.017117,-3.5011395,3.4502931,-1.0560291,-5.81949894
Netherlands,2000,95.87771,NLD,5.4,3.095403306,6.369377421,0.041331501,3.6,52.1636,18.74230137,2.7664062,4.5743944,3.7855685,-0.037855018,NA
Netherlands,2001,99.19392,NLD,4.96,3.153992891,6.392347339,0.022969918,2.8,49.4224,18.16930018,1.9852782,2.5427537,3.9228394,-0.029995197,-0.57300119
Netherlands,2002,102.12296,NLD,4.89,3.238033385,6.394802177,0.002454838,3.4,48.7006,16.7581691,-0.2374454,0.4635107,4.2563049,0.292087371,-1.41113108
Netherlands,2003,106.67587,NLD,4.12,3.253652883,6.395780028,0.000977851,4.5,49.8121,16.1970942,-2.179292,-0.71606,4.3190827,0.162874004,-0.5610749
Netherlands,2004,106.90149,NLD,4.1,3.186565011,6.415742544,0.019962516,5.6,50.1026,16.21997355,-2.0062439,0.5844917,3.9590047,-0.237426441,0.02287935
Netherlands,2005,105.2698,NLD,3.37,3.183503484,6.435878087,0.020135543,7.2,49.5871,16.44411179,-1.5750217,1.7379529,3.8682244,0.293059827,0.22413824
Netherlands,2006,104.38605,NLD,3.78,3.263536305,6.470640559,0.034762472,6.1,44.9672,16.86220304,0.0685776,2.114925,4.0473645,0.183913585,0.41809125
Netherlands,2008,105.1811,NLD,4.23,3.317792509,6.52970506,0.020947219,4.5,54.3584,17.90314433,2.270178,2.1354247,4.0279503,0.033395541,1.04094129
Netherlands,2009,107.20439,NLD,3.69,3.360773348,6.49236357,-0.03734149,5.4,56.2961,16.71763151,-2.5581514,-2.9990177,4.3648331,0.026436271,-1.18551282
Netherlands,2010,103.0497,NLD,2.99,3.347752114,6.505470498,0.013106928,6.1,58.9034,15.18781628,-1.9731035,-3.3973954,4.2522651,-0.115493736,-1.52981523
Netherlands,2011,102.6926,NLD,2.99,3.365960471,6.523048547,0.017578048,6,61.173,15.67651861,-1.0565077,-2.5626017,4.2549462,-0.278464673,0.48870233
Netherlands,2012,100.81008,NLD,1.93,3.25782265,6.513221654,-0.009826892,6.8,65.7005,14.73386283,-2.542026,-2.0968291,3.856543,0.048560503,-0.94265578
Netherlands,2013,103.54391,NLD,1.96,3.227388705,6.512919276,-0.000302378,8.2,67.1731,14.45714706,-3.0243539,-1.1818495,3.7420725,-0.017624106,-0.27671577
Netherlands,2014,103.50373,NLD,1.45,3.19404004,6.528916741,0.015997465,8.4,67.1777,13.8279202,-2.1070423,-0.7226356,3.5618978,-0.196810994,-0.62922686
Netherlands,2015,100,NLD,0.69,3.22545414,6.549901069,0.020984327,7.9,63.8101,18.20760182,-1.5086191,-0.4380877,3.599242,0.318917923,4.37968162
Netherlands,2016,101.23715,NLD,0.29,3.206936518,6.573854733,0.023953664,7,60.8924,15.8446211,-0.5224312,1.4150727,3.4495782,0.0344369,-2.36298072
Netherlands,2017,101.81951,NLD,0.52,3.213045776,6.601290375,0.027435642,5.9,55.9944,16.38146075,0.5129009,2.3357186,3.3767901,0.0183481,0.53683965
Netherlands,2018,103.32463,NLD,0.58,3.225570442,6.623626459,0.022336084,4.9,51.5576,16.60719979,0.9194996,2.3794795,3.343821,-0.1253745,0.22573904
Netherlands,2019,103.68931,NLD,-0.07,3.262840301,6.646366839,0.02274038,4.4,47.5826,17.51479632,1.109848,2.5586701,3.3927597,0.0057303,0.90759653
Netherlands,2020,105.63281,NLD,-0.38,3.29611055,6.606919379,-0.03944746,4.9,53.3478,17.62529349,-4.5599875,-2.9147677,3.648665,-0.0121359,0.11049717
Netherlands,2021,105.66091,NLD,-0.33,3.289639367,6.667796503,0.060877124,4.2,50.4313,17.27485839,-0.5184669,-1.6553194,3.4110257,-0.2102142,-0.3504351
Netherlands,2022,107.03049,NLD,1.38,3.267845099,6.716655559,0.048859055,3.5,48.3453,17.29035439,2.325728,0.5800849,3.1783422,-0.2578554,0.015496
Netherlands,2023,108.13823,NLD,2.79,3.258670186,6.717400889,0.000745331,3.6,45.0982,16.94896679,0.1682861,0.3268081,3.1469681,0.0890346,-0.3413876
Poland,2000,98.13598,POL,11.79,1.994971559,5.541708782,0.045512317,16.8,36.2283,20.93089104,1.6310972,-0.9843428,2.8818536,NA,NA
Poland,2001,109.70427,POL,10.68,1.979986178,5.553970491,0.012261709,19,37.0787,17.76137207,-1.4596573,-1.6193708,2.8043881,NA,-3.16951897
Poland,2002,104.66993,POL,7.36,2.009135949,5.572803775,0.018833284,20.7,41.5662,15.70978327,-3.255425,-1.9355393,2.8334724,NA,-2.0515888
Poland,2003,93.39027,POL,5.78,2.026191504,5.607431062,0.034627286,20.4,46.4071,15.46682567,-3.4928493,-3.0691729,2.7841144,-0.171157987,-0.2429576
Poland,2004,92.53087,POL,6.9,2.10961817,5.657085651,0.04965459,19.7,44.9085,15.71983673,-1.9881249,-2.2918069,2.8797479,-0.142861614,0.25301106
Poland,2005,102.72138,POL,5.22,2.275339407,5.689173505,0.032087854,18.5,46.4742,15.82364663,-1.733096,-1.4702107,3.2914759,-0.566973576,0.1038099
Poland,2006,104.22482,POL,5.23,2.489756405,5.749347468,0.060173963,14.4,47.0976,16.84696999,0.5402369,-1.1671597,3.8404099,0.060389457,1.02332336
Poland,2008,117.32858,POL,6.07,2.799340477,5.857668615,0.042903766,7.4,46.5594,18.52213129,2.7066896,-1.4882763,4.696614,0.496955194,1.6751613
Poland,2009,100.17196,POL,6.12,2.88020415,5.883483811,0.025815195,8.5,49.6898,16.6766129,1.5185714,-4.7901928,4.9624031,0.125719442,-1.84551839
Poland,2010,106.22222,POL,5.78,3.050171513,5.914681278,0.031197468,10,53.7375,13.90925963,1.0323386,-4.9304616,5.7011064,-0.568061139,-2.76735327
Poland,2011,103.75586,POL,5.96,3.155830515,5.965901533,0.051220254,10,54.7708,14.37802916,1.8187858,-2.4321343,6.0200712,-0.659247006,0.46876953
Poland,2012,101.42612,POL,5,2.960484583,5.98090618,0.015004648,10.4,54.4631,14.54567545,-0.192803,-1.11537,4.8780638,-0.592813435,0.16764629
Poland,2013,101.66002,POL,4.03,2.838696204,5.987725468,0.006819288,10.6,56.8493,14.51162943,-2.4254983,-1.7030495,4.2893743,0.236842656,-0.03404602
Poland,2014,102.69036,POL,3.52,2.969624751,6.026181376,0.038455908,9.2,51.1003,15.27984895,-2.009404,-1.6943354,4.7049424,0.792880489,0.76821952
Poland,2015,100,POL,2.7,2.974041725,6.0695451,0.043363724,7.7,51.0298,15.71584514,-1.1595041,-0.8436728,4.5252227,0.108416695,0.43599619
Poland,2016,96.52778,POL,3.04,2.684020759,6.099406687,0.029861586,6.3,54.1288,15.06063608,-1.3235634,-0.6785944,3.2863727,-0.8185705,-0.65520906
Poland,2017,99.24514,POL,3.42,2.87357316,6.14964773,0.050241044,5,50.4398,13.69642642,0.2642739,0.0750688,3.7776262,-0.0765462,-1.36420966
Poland,2018,100.1746,POL,3.2,3.133929429,6.21023347,0.060585739,3.9,48.2307,14.14280958,2.3846843,1.1793236,4.6129447,0.1560449,0.44638316
Poland,2019,99.19998,POL,2.35,3.101121833,6.255019922,0.044786452,3.3,45.2054,14.87707022,2.8645973,0.6246518,4.2685407,-0.2592571,0.73426064
Poland,2020,100.2689,POL,1.5,3.11483413,6.234454143,-0.020565779,3.2,56.5847,13.98009634,-2.6782293,-5.563185,4.417394,-0.1369488,-0.89697388
Poland,2021,99.75084,POL,1.95,3.10198203,6.301432076,0.066977933,3.4,53.0136,12.84947371,0.6781244,-0.6515079,4.078462,-0.4096256,-1.13062263
Poland,2022,99.10005,POL,6.05,3.070897386,6.352652143,0.051220068,2.9,48.7859,12.67993849,1.5894835,-1.9072835,3.7562281,-0.2942996,-0.16953522
Poland,2023,109.56186,POL,5.8,3.369448433,6.354039535,0.001387392,2.8,49.7181,12.6873709,-1.2486769,-3.209686,5.0560176,0.5357296,0.00743241
Portugal,2000,95.59368,PRT,5.59,2.08478887,5.162273322,0.037452115,4.8,54.1931,23.39553555,2.0882211,-0.1637666,4.6075033,-0.19827417,NA
Portugal,2001,98.0366,PRT,5.16,2.192390256,5.181523106,0.019249784,4.8,57.3802,22.34848831,1.1910056,-1.7531945,5.0331059,0.528324669,-1.04704724
Portugal,2002,100.54498,PRT,5.01,2.111780834,5.189203093,0.007679988,6,60.0437,21.24931342,-0.0711786,-0.451828,4.6077893,0.189654067,-1.09917489
Portugal,2003,105.48086,PRT,4.18,2.05090817,5.179854324,-0.00934877,7.5,63.8973,19.38404673,-2.2822221,-3.0409838,4.3763905,0.497155397,-1.86526669
Portugal,2004,106.74231,PRT,4.14,2.082367743,5.197583365,0.017729041,7.8,67.0995,18.98717491,-1.7531875,-3.6348496,4.4368942,1.406565926,-0.39687182
Portugal,2005,105.79069,PRT,3.44,2.006151326,5.205371415,0.00778805,9,72.2491,19.04717485,-1.8042594,-3.5622225,4.0794007,0.695577133,0.05999994
Portugal,2006,106.19872,PRT,3.91,1.827070483,5.221491307,0.016119892,9.1,73.6794,19.17685199,-1.0383964,-1.3845143,3.3559992,0.35226478,0.12967714
Portugal,2008,107.97793,PRT,4.52,1.956197602,5.249435432,0.003187504,9,75.6425,19.13889118,0.5102076,-0.6992075,3.7133427,0.647348115,-0.03796081
Portugal,2009,107.36391,PRT,4.21,2.025398597,5.21771655,-0.031718882,11.2,87.7991,17.09394333,-2.3577532,-6.8926835,4.1076538,0.294458239,-2.04494785
Portugal,2010,104.05504,PRT,5.4,2.291810226,5.234944045,0.017227495,12.6,100.0754,15.37800427,-0.5304693,-8.5019294,5.2700331,1.248238103,-1.71593906
Portugal,2011,104.77009,PRT,10.24,1.860162964,5.217659978,-0.017284066,13.5,114.2591,15.00188296,-1.5873176,-3.4610193,3.482231,0.201789727,-0.37612131
Portugal,2012,103.09609,PRT,10.55,1.474320416,5.176307927,-0.041352051,16.6,128.8489,13.41071611,-4.1595232,-1.3745207,2.4674444,-0.372718016,-1.59116685
Portugal,2013,103.44447,PRT,6.29,1.340699009,5.166418077,-0.00988985,17.2,131.2886,12.65064095,-4.1470459,-0.4447032,2.1802759,-0.4336601,-0.76007516
Portugal,2014,102.97213,PRT,3.75,1.257605725,5.173804616,0.007386539,14.6,132.8386,13.11907901,-3.2825441,-2.5504851,1.9916661,-0.470486296,0.46843806
Portugal,2015,100,PRT,2.42,1.396888049,5.189577258,0.015772642,13,131.4134,13.4005843,-2.0874912,0.0595342,2.2534918,0.156811912,0.28150529
Portugal,2016,101.63304,PRT,3.17,1.0428854,5.209420791,0.019843533,11.5,131.5827,14.17613295,-0.9690098,2.1521536,1.5505893,-0.2990035,0.77554865
Portugal,2017,102.32894,PRT,3.05,1.218414315,5.242029998,0.032609208,9.2,126.4261,15.29684808,0.842469,0.7313213,1.7888166,0.1413774,1.12071513
Portugal,2018,103.33061,PRT,1.84,1.282332772,5.271067578,0.02903758,7.2,121.5919,15.97647193,2.1176208,2.8941795,1.8523139,-0.1821216,0.67962385
Portugal,2019,101.43442,PRT,0.76,1.30666554,5.298154003,0.027086425,6.6,116.5451,16.58560613,3.1248711,3.0192098,1.8472198,-0.1035714,0.6091342
Portugal,2020,102.19528,PRT,0.41,1.444955527,5.212545626,-0.085608377,7.1,134.0964,17.1855325,-6.6126126,-2.9183311,2.3107683,-0.173263,0.59992637
Portugal,2021,100.45612,PRT,0.3,1.609935623,5.266643477,0.054097851,6.7,123.8782,17.92123839,-3.3425275,-0.4615376,2.5817374,0.1089935,0.73570589
Portugal,2022,98.55962,PRT,2.17,1.596155248,5.334169659,0.067526182,6.2,111.2317,18.19310854,0.9867213,1.5784333,2.3801317,-0.1971213,0.27187015
Portugal,2023,100.77385,PRT,3.24,1.709561549,5.359118425,0.024948766,6.5,97.9297,17.51376577,1.0094545,3.2810075,2.6002646,-0.109823,-0.67934277
Romania,2000,82.54787,ROU,NA,1.159803937,4.526177179,0.024313427,8.9,22.4866,15.66836555,-2.1763287,-0.6466922,3.4514567,NA,NA
Romania,2001,83.70778,ROU,NA,0.982861083,4.577041927,0.050864748,8.3,25.8694,18.29138571,0.4251508,-0.0112444,2.7483274,NA,2.62302016
Romania,2002,83.78222,ROU,NA,1.202136097,4.632504523,0.055462596,10.5,24.8208,18.22620656,2.8037296,0.5236042,3.2375067,NA,-0.06517915
Romania,2003,81.51391,ROU,NA,1.336242512,4.65564666,0.023142137,8.5,22.1093,19.12270026,0.9902327,0.2198339,3.6174379,NA,0.8964937
Romania,2004,83.25166,ROU,NA,1.189345874,4.754842523,0.099195863,9.9,18.9452,19.46699226,5.0578645,0.3719426,2.8282922,NA,0.344292
Romania,2005,97.87587,ROU,NA,1.245612025,4.800466671,0.045624148,8.8,15.9051,20.50439261,3.7194017,0.4350525,2.8585532,NA,1.03740035
Romania,2006,104.44408,ROU,7.23,1.932017112,4.877694533,0.077227862,8.9,12.4236,21.35949884,5.0107526,-1.2989749,5.2566412,2.038056136,0.85510623
Romania,2008,107.16256,ROU,7.7,2.299351598,5.036530298,0.088994507,7.1,12.3316,30.81178541,6.8610218,-4.6896679,6.475281,0.868215148,9.45228657
Romania,2009,99.29171,ROU,9.69,2.125184265,4.97978309,-0.056747207,8.4,21.7739,20.24616852,-1.4100874,-7.6177259,5.7578963,0.286911448,-10.56561689
Romania,2010,100.85594,ROU,7.34,2.056507396,4.939941972,-0.039841119,9,28.9614,20.0770265,-5.7578083,-5.3056217,5.5942344,0.855745738,-0.16914202
Romania,2011,103.72017,ROU,7.29,2.016677612,4.983916665,0.043974693,9.1,32.3448,21.62372129,-2.4288319,-3.6255162,5.1445162,-0.071028895,1.54669479
Romania,2012,97.37585,ROU,6.68,1.920408562,5.002773658,0.018856993,8.7,35.3745,22.42325964,-1.6605015,-1.7949672,4.5850654,-0.259574066,0.79953835
Romania,2013,101.28805,ROU,5.41,1.888408282,5.005557677,0.002784019,9,37.7813,19.97680085,-2.5055688,-0.3759139,4.428324,-0.070597415,-2.44645879
Romania,2014,102.66319,ROU,4.49,1.941794096,5.045892685,0.040335009,8.6,39.1367,20.12616257,-0.7345152,0.4308684,4.4864966,-0.062192552,0.14936172
Romania,2015,100,ROU,3.47,2.118406212,5.076975317,0.031082631,8.4,37.7113,19.73286293,-0.9465482,0.9483283,5.1893162,0.268094173,-0.39329964
Romania,2016,98.74988,ROU,3.32,1.786452134,5.105173435,0.028198119,7.2,37.8339,19.41795097,-2.0009502,-1.2012831,3.6199105,-0.1245052,-0.31491196
Romania,2017,97.04271,ROU,3.96,1.540095768,5.183942269,0.078768833,6.1,35.2623,20.26253812,0.5085411,-1.4361325,2.6151552,-0.4178381,0.84458715
Romania,2018,99.28147,ROU,4.69,1.555276322,5.243351542,0.059409274,5.3,34.3755,18.56284054,1.41956,-1.847883,2.5020103,-0.3432104,-1.69969758
Romania,2019,99.02395,ROU,4.54,1.888599907,5.281834066,0.038482523,4.9,34.9622,19.75150946,0.8098504,-3.2935192,3.3599834,0.3556666,1.18866892
Romania,2020,100.38762,ROU,3.89,2.123389505,5.244398222,-0.037435844,6.1,46.6116,18.91922932,-5.7243721,-7.9618324,4.4112662,0.0457998,-0.83228014
Romania,2021,100.34536,ROU,3.62,2.093319685,5.298372237,0.053974015,5.6,48.339,20.31848582,-2.5817519,-5.7974823,4.0556753,-1.4393411,1.3992565
Romania,2022,101.57791,ROU,7.48,2.206278194,5.337259462,0.038887225,5.6,47.896,20.66872986,-0.715678,-5.0029148,4.3674907,-0.981322,0.35024404
Romania,2023,107.17542,ROU,6.71,2.439213013,5.361017505,0.023758043,5.6,48.8856,21.59495991,-1.1572111,-4.6270802,5.3836455,0.6470804,0.92623005
Slovakia,2000,59.13756,SVK,8.33,0.493211598,3.777302716,0.007860472,18.8,50.4982,23.16018884,-2.3677529,-8.6434569,3.7474685,NA,NA
Slovakia,2001,60.04958,SVK,8.04,0.592422754,3.806131656,0.02882894,19.3,51.1993,25.72861374,-3.2468851,-3.7484701,4.0207151,NA,2.5684249
Slovakia,2002,61.54594,SVK,6.94,0.670846501,3.84935929,0.043227634,18.7,45.367,24.29230845,-3.0053962,-4.7855979,4.1647606,NA,-1.43630529
Slovakia,2003,69.53405,SVK,4.99,0.468208467,3.896783547,0.047424257,17.6,43.5237,22.06733035,-2.4264296,0.253331,3.2433159,NA,-2.2249781
Slovakia,2004,76.34789,SVK,5.03,0.447054397,3.949274942,0.052491395,18.2,41.8769,21.70861325,-1.2401347,-0.1628376,3.0130383,-0.37114684,-0.3587171
Slovakia,2005,78.2171,SVK,3.52,0.665279996,4.012109701,0.062834758,16.3,34.8768,23.57831482,-0.5787162,-1.1184285,3.519579,-0.506285474,1.86970157
Slovakia,2006,82.17775,SVK,4.41,0.841272692,4.097604908,0.085495207,13.4,31.4339,22.52272328,2.0119603,-2.1059801,3.852948,0.246374013,-1.05559154
Slovakia,2008,97.63722,SVK,4.72,0.889532261,4.252573652,0.052245184,9.5,28.613,22.16717071,5.8606215,-1.1880686,3.4629755,0.051343499,-0.35555257
Slovakia,2009,104.42812,SVK,4.71,0.968485184,4.19594665,-0.056627002,12,36.3838,17.73413827,-2.8619049,-6.7260801,3.965802,0.533863521,-4.43303244
Slovakia,2010,100.02611,SVK,3.87,0.953065654,4.261646583,0.065699933,14.3,40.6375,18.19295849,0.3233751,-6.1577215,3.6568019,0.376882844,0.45882022
Slovakia,2011,101.10839,SVK,4.45,1.004201116,4.286947897,0.025301314,13.5,43.2502,20.18900034,-1.1681471,-2.8102935,3.7525026,0.484800031,1.99604185
Slovakia,2012,101.17534,SVK,4.55,0.882348323,4.302518051,0.015570154,13.9,51.6741,17.77975955,-2.0055608,-2.5854629,3.2706879,-0.476881748,-2.40924079
Slovakia,2013,102.16231,SVK,3.19,0.926021384,4.309527157,0.007009106,14.1,54.5827,17.79821737,-3.2702318,-0.9611125,3.3928315,0.472345262,0.01845782
