Country,year,REER,ccode,NOMLRATE,log_RPUBINV,log_RGDP,growth_RGDP,UNRATE,PDEBT,INVGDP,OUTPUTGAP,PRIMARYBAL,PUBINVRATIO,forecasterror,INVGDP_diff
France,2009,111.56476,FRA,3.65,4.591714451,7.622796437,-0.028652352,9.1,84.0556,16.62318683,-2.6267278,-4.832651,4.8263385,-0.110932474,-1.86714985
France,2010,106.93937,FRA,3.12,4.60548218,7.642602302,0.019805865,9.3,86.2779,16.68488409,-1.8485641,-4.6116802,4.7972844,-0.176625384,0.06169726
France,2011,106.22387,FRA,3.32,4.563946488,7.666685578,0.024083276,9.2,88.7493,17.20669925,-0.6187788,-2.5890465,4.4925969,0.050454956,0.52181516
France,2012,102.82234,FRA,2.54,4.57938265,7.668522578,0.001837,9.8,91.742,17.1018112,-1.4692907,-2.5401876,4.5541113,0.072891627,-0.10488805
France,2013,104.51594,FRA,2.2,4.591632721,7.676309651,0.007787073,10.3,94.5458,16.69508176,-1.7173802,-2.607388,4.5744812,-0.037016387,-0.40672944
France,2014,104.91551,FRA,1.67,4.530600851,7.686238429,0.009928778,10.3,96.1391,16.6972647,-1.6350043,-2.3767198,4.2611222,0.234997976,0.00218294
France,2015,100,FRA,0.84,4.46323328,7.696849709,0.01061128,10.3,96.9414,16.61839591,-1.3226766,-1.8612506,3.9414707,0.408556552,-0.07886879
France,2016,101.34232,FRA,0.47,4.46675722,7.705412978,0.008563269,10.1,98.1265,16.99960436,-1.2094889,-1.8637038,3.9216573,0.4465051,0.38120845
France,2017,101.95928,FRA,0.81,4.468126232,7.726035327,0.020622349,9.4,98.7242,17.57355409,0.0508188,-1.5725403,3.8468757,0.5395418,0.57394973
France,2018,104.56798,FRA,0.78,4.501676134,7.7423603,0.016324973,9,98.4891,17.96167724,0.8005829,-0.5500469,3.9137113,0.4855561,0.38812315
France,2019,103.03948,FRA,0.13,4.581684035,7.76243197,0.020071669,8.4,98.1057,18.26063736,1.8720592,-0.8781038,4.1554567,0.6403655,0.29896012
France,2020,104.60034,FRA,-0.15,4.503637441,7.685111721,-0.077320249,8,114.8312,18.28379365,-6.5090794,-7.6505256,4.1524391,0.2951439,0.02315629
France,2021,104.09363,FRA,0.01,4.550920897,7.751670087,0.066558366,7.9,112.7038,19.41006387,-1.2306227,-5.1971331,4.0731677,0.0459114,1.12627022
France,2022,99.23108,FRA,1.7,4.595941921,7.777053707,0.02538362,7.3,111.2294,19.49648551,0.2031463,-2.8191426,4.1539446,0.4120133,0.08642164
France,2023,102.73292,FRA,2.99,4.635250892,7.786375143,0.009321436,7.3,109.8822,18.81268612,-0.0690286,-3.615675,4.2803977,0.395594,-0.68379939
Greece,2000,97.49666,GRC,6.1,2.218148865,5.166695888,0.040544959,11.6,108.8541,20.69577552,-0.3185781,2.8936297,5.2415825,-0.490838539,NA
Greece,2001,97.6194,GRC,5.3,2.420950611,5.212150988,0.0454551,11,110.5347,19.46345159,-0.2735615,0.8457751,6.1347521,-0.678215106,-1.23232393
Greece,2002,100.08529,GRC,5.12,2.270445281,5.257919232,0.045768244,10.6,107.8713,18.8343844,-0.191179,-0.4682123,5.0414639,-0.206676741,-0.62906719
Greece,2003,106.12598,GRC,4.27,2.51890685,5.314269248,0.056350016,10,104.2586,18.76873679,0.2781538,-3.0144286,6.1092727,-0.384311048,-0.06564761
Greece,2004,107.54556,GRC,4.26,2.52557184,5.366651721,0.052382473,10.8,105.4931,19.20866128,1.042567,-4.1459949,5.8362607,-0.510321466,0.43992449
Greece,2005,106.32181,GRC,3.59,2.282581485,5.378417376,0.011765655,10.2,109.859,16.83316613,-0.8834954,-1.5279295,4.5237188,-0.233817209,-2.37549515
Greece,2006,106.32479,GRC,4.07,2.597776458,5.440860621,0.062443246,9.2,105.3342,18.23200679,2.1072206,-1.5543712,5.8245757,-0.048498343,1.39884066
Greece,2008,108.80627,GRC,4.8,2.603977178,5.475902851,0.000574458,8,110.9073,17.62171006,1.63507,-5.4336307,5.6589848,0.697849451,-0.61029673
Greece,2009,111.46983,GRC,5.17,2.584189323,5.433837588,-0.042065264,9.8,128.4818,14.65197979,-2.6221865,-10.3144123,5.7864668,0.134016488,-2.96973027
Greece,2010,110.15894,GRC,9.09,2.085262227,5.375215025,-0.058622563,12.9,147.8462,13.09449641,-7.2151118,-5.3155212,3.725561,-0.574452344,-1.55748338
Greece,2011,110.80299,GRC,15.75,1.582760897,5.271222696,-0.103992328,18.1,175.0756,11.36455093,-14.1149032,-2.833272,2.5010445,-0.897570793,-1.72994548
Greece,2012,105.87669,GRC,22.5,1.53284162,5.184235477,-0.08698722,24.8,164.1132,9.684038447,-18.6042413,-3.8918949,2.5954932,-0.024501971,-1.680512483
Greece,2013,105.32955,GRC,10.05,1.806759455,5.161252023,-0.022983454,27.8,179.9399,8.043521589,-18.225255,-9.4327282,3.4927089,-0.10546271,-1.640516858
Greece,2014,104.68033,GRC,6.93,1.880916973,5.169142812,0.007890789,26.6,181.5333,7.501786203,-15.9022238,0.2430826,3.7319994,0.463511938,-0.541735386
Greece,2015,100,GRC,9.67,1.918685763,5.166857541,-0.002285271,25,177.7622,7.276579026,-14.890034,-2.3237529,3.8845165,-0.08645154,-0.225207177
Greece,2016,101.16326,GRC,8.36,1.83541097,5.166539522,-0.000318019,23.9,180.5763,7.793195917,-13.5136756,3.4279521,3.5752738,-0.5019141,0.516616891
Greece,2017,101.77157,GRC,5.98,2.086435604,5.181163415,0.014623893,21.8,178.9851,7.520545049,-11.4367801,3.8612355,4.5287348,1.029625,-0.272650868
Greece,2018,103.85839,GRC,4.19,1.764464601,5.201599894,0.020436479,19.7,185.3222,8.115379781,-8.65869,4.2665182,3.215668,-0.2926912,0.594834732
Greece,2019,101.69169,GRC,2.59,1.523387937,5.224116043,0.02251615,17.9,178.8216,8.499912518,-6.1287379,3.7952015,2.470553,-1.041694,0.384532737
Greece,2020,102.05106,GRC,1.27,1.644647104,5.127646535,-0.096469508,17.6,209.3816,9.228355104,-13.988713,-6.6055867,3.0715053,-0.1509074,0.728442586
Greece,2021,100.51031,GRC,0.88,1.879665614,5.210649682,0.083003147,14.7,197.2862,10.21575558,-5.9684096,-4.4735202,3.5757822,0.456386,0.987400476
Greece,2022,99.22204,GRC,3.49,1.968149736,5.266497278,0.055847596,12.5,177.0498,11.24033096,-0.8805339,0.0317531,3.6944201,-1.2206869,1.02457538
Greece,2023,100.84972,GRC,4,2.039913508,5.289550695,0.023053418,11.1,163.9005,11.28662517,0.7359574,2.0684112,3.8788261,-0.0887527,0.04629421
Croatia,2000,94.32178,HRV,NA,0.645634089,3.566439593,0.029026886,15.6,35.4345,14.52223287,NA,-6.6621129,5.3890259,NA,NA
Croatia,2001,97.36772,HRV,NA,0.506959275,3.597077901,0.030638308,16,36.5879,15.86021298,-3.0860439,-2.305501,4.5496566,NA,1.33798011
Croatia,2002,99.19305,HRV,NA,0.601084107,3.653489756,0.056411855,15,36.4539,17.40275256,-0.7313144,-2.9504801,4.7245141,NA,1.54253958
Croatia,2003,100.17357,HRV,NA,0.945540776,3.70767843,0.054188674,14.2,37.8494,19.24844848,1.0592267,-2.9418316,6.3156624,NA,1.84569592
Croatia,2004,101.41431,HRV,NA,0.983921508,3.748536877,0.040858446,13.7,39.9591,19.13402747,1.8775213,-3.9785141,6.3000325,NA,-0.11442101
Croatia,2005,101.72838,HRV,NA,0.819971041,3.790897706,0.04236083,12.8,40.8979,20.05750518,2.7616805,-1.2650188,5.1255788,NA,0.92347771
Croatia,2006,102.87267,HRV,4.43,0.843687029,3.840463499,0.049565793,11.3,38.3722,21.30173335,4.7346612,-0.2291417,4.9947816,NA,1.24422817
Croatia,2008,107.38434,HRV,6.04,1.020733367,3.909213782,0.019494656,8.6,38.915,22.2874669,6.922435,-0.5665946,5.5660727,NA,0.98573355
Croatia,2009,108.97332,HRV,7.83,0.952770801,3.83864162,-0.070572162,9.2,47.9152,19.20240269,-0.9243629,-4.8040081,5.5806169,NA,-3.08506421
Croatia,2010,105.20019,HRV,6.29,0.55996436,3.825210994,-0.013430626,11.7,56.8021,16.99875231,-2.0985424,-4.2846878,3.8187507,0.604300977,-2.20365038
Croatia,2011,102.33792,HRV,6.54,0.501028302,3.82423297,-0.000978024,13.7,63.1302,16.21277475,-2.1557086,-4.9626595,3.6037148,0.379527132,-0.78597756
Croatia,2012,99.78063,HRV,6.13,0.501520816,3.801437543,-0.022795427,16,68.8496,15.51705694,-4.2250692,-2.448516,3.6886241,0.957872897,-0.69571781
Croatia,2013,101.04243,HRV,4.68,0.59521823,3.800182312,-0.001255231,17.3,79.4796,15.16254641,-4.4815529,-2.4322019,4.0560367,0.129772925,-0.35451053
Croatia,2014,101.49502,HRV,4.05,0.483162325,3.794595291,-0.00558702,17.3,83.2238,15.14470177,-5.2179957,-1.7389545,3.646389,0.259088259,-0.01784464
Croatia,2015,100,HRV,3.55,0.444876829,3.817561106,0.022965815,16.2,82.7694,15.65707078,-3.6132153,-0.0737416,3.4297456,-0.17730949,0.51236901
Croatia,2016,101.11708,HRV,3.49,0.38675768,3.85158709,0.034025985,13.1,79.2553,16.42892724,-1.3528501,2.0235587,3.127834,-0.4596829,0.77185646
Croatia,2017,101.7263,HRV,2.77,0.236355916,3.883869953,0.032282863,11.2,76.1723,16.86554869,0.7299691,3.1788153,2.605583,-0.5256592,0.43662145
Croatia,2018,104.24891,HRV,2.17,0.550148002,3.912502803,0.028632849,8.5,72.8471,16.51153881,1.774166,2.2460174,3.4653552,0.7768938,-0.35400988
Croatia,2019,102.75144,HRV,1.29,0.794713152,3.943036297,0.030533494,6.6,70.882,17.61805782,2.2553471,2.4157524,4.2924044,0.164449,1.10651901
Croatia,2020,102.25652,HRV,0.83,0.965576064,3.856261469,-0.086774828,7.4,86.4718,16.79873236,-8.3681055,-5.2531075,5.5538143,0.377549,-0.81932546
Croatia,2021,102.72017,HRV,0.45,0.93355993,3.975214471,0.118953002,7.5,78.2028,16.16915751,-0.0891639,-1.0159934,4.7755801,-0.7681684,-0.62957485
Croatia,2022,102.11596,HRV,2.7,0.831993973,4.04556052,0.070346049,6.8,68.5458,17.58304381,3.5383921,1.5146033,4.0212932,-0.3963633,1.4138863
Croatia,2023,106.70384,HRV,3.8,1.188412309,4.078052371,0.03249185,6.1,61.8364,16.89802091,2.4975681,0.8027062,5.5596215,0.9215037,-0.6850229
Hungary,2000,82.60355,HUN,8.55,1.078254804,4.414277901,0.043150018,6.2,55.6376,21.91354776,0.4079811,2.2414579,3.5578084,NA,NA
Hungary,2001,88.93813,HUN,7.95,1.214134433,4.454094661,0.03981676,5.5,52.2047,20.91270799,0.5869119,0.7032938,3.916552,NA,-1.00083977
Hungary,2002,97.64364,HUN,7.09,1.530037684,4.500310418,0.046215757,5.6,55.5567,19.57543194,1.1079287,-4.7945288,5.1289255,NA,-1.33727605
Hungary,2003,99.08744,HUN,6.82,1.262917435,4.538943008,0.038632589,5.7,58.1744,19.87359429,0.9254293,-3.1582215,3.7778106,NA,0.29816235
Hungary,2004,105.0317,HUN,8.19,1.31568374,4.587381732,0.048438724,5.9,58.9071,20.27065762,1.6118971,-2.2640964,3.7941971,0.572733514,0.39706333
Hungary,2005,106.35545,HUN,6.6,1.448992258,4.629485821,0.042104089,7,60.5788,19.70121289,2.1983305,-3.7260102,4.1565132,0.574799478,-0.56944473
Hungary,2006,100.83459,HUN,7.12,1.695230335,4.668070685,0.038584864,7.3,64.4889,18.39911861,3.1265148,-5.4214858,5.1157742,0.034634812,-1.30209428
Hungary,2008,114.91665,HUN,8.24,1.236352611,4.681273717,0.009885381,7.6,71.8011,20.16772598,0.6567883,0.2741948,3.1907244,-0.373145127,1.76860737
Hungary,2009,108.85694,HUN,9.12,1.235925991,4.611493384,-0.069780333,9.7,78.1884,19.26510523,-6.3949069,-0.2483433,3.4198687,0.235442935,-0.90262075
Hungary,2010,110.53093,HUN,7.28,1.306166291,4.62211656,0.010623175,10.8,80.1743,16.48159401,-5.3975851,-0.3379774,3.6299566,-0.145512387,-2.78351122
Hungary,2011,109.99872,HUN,7.64,1.235585892,4.641102005,0.018985446,10.7,80.4684,16.249962,-3.7353634,-1.0789564,3.3189658,-0.145570781,-0.23163201
Hungary,2012,107.75033,HUN,7.89,1.332034264,4.627616411,-0.013485594,10.7,78.364,15.49632377,-5.0625479,2.2323859,3.7046504,-0.495507932,-0.75363823
Hungary,2013,106.25918,HUN,5.92,1.51391847,4.647735097,0.020118686,9.8,77.2202,16.50401771,-3.8629009,1.9126748,4.3551232,-0.157696266,1.00769394
Hungary,2014,102.45651,HUN,4.81,1.756996843,4.690164818,0.04242972,7.5,76.4905,16.77759116,-1.281895,1.1875223,5.3228143,0.839095733,0.27357345
Hungary,2015,100,HUN,3.43,1.995073033,4.726109125,0.035944308,6.6,75.7182,15.77854355,0.3129525,1.4354844,6.515171,1.223155348,-0.99904761
Hungary,2016,100.79074,HUN,3.14,1.291760034,4.750203367,0.024094241,5,74.6336,16.46488722,0.7648484,1.2873965,3.1478735,-1.8575214,0.68634367
Hungary,2017,102.6181,HUN,2.96,1.695593049,4.790617601,0.040414234,4,72.0016,17.7901246,1.9512277,0.1880652,4.5273902,0.3553279,1.32523738
Hungary,2018,102.05962,HUN,3.06,1.993733267,4.845163731,0.05454613,3.6,68.8127,19.10117213,3.749854,0.275241,5.7761662,-0.0050791,1.31104753
Hungary,2019,101.23363,HUN,2.47,2.117643597,4.894688996,0.049525265,3.3,64.9703,20.90212906,4.612911,0.1885225,6.2222095,-0.1526261,1.80095693
Hungary,2020,97.48882,HUN,2.23,2.103232328,4.850331777,-0.044357219,4.1,78.6866,20.1013064,-2.9603853,-5.1772093,6.4113565,0.1406122,-0.80082266
Hungary,2021,97.85221,HUN,3.06,2.14331618,4.919122335,0.068790558,4.1,76.2194,21.02878107,0.7637774,-4.8688467,6.2299222,-0.2242615,0.92747467
Hungary,2022,93.22293,HUN,7.57,2.02950607,4.960848665,0.041726329,3.6,73.8429,22.58613664,2.2590266,-3.3686297,5.3325376,-0.1653629,1.55735557
Hungary,2023,107.50537,HUN,7.51,1.982027943,4.951341216,-0.009507449,4.1,73.438,20.85222765,-0.5710175,-1.9656447,5.1338551,0.3320484,-1.73390899
Ireland,2000,95.39746,IRL,5.51,1.633560321,4.985318741,0.089873323,4.5,36.4016,20.23977076,6.3381861,6.7976223,3.5022718,0.845628536,NA
Ireland,2001,97.80209,IRL,5.01,1.871708683,5.037017391,0.05169865,4.2,33.5568,19.71624026,4.1592932,2.3984109,4.2201122,0.061331894,-0.5235305
Ireland,2002,102.61816,IRL,5.01,1.929365102,5.094336299,0.057318908,4.7,30.8736,19.37154912,3.2311406,0.7993506,4.2215361,0.395372917,-0.34469114
Ireland,2003,112.61579,IRL,4.13,1.82072085,5.124029738,0.029693439,4.8,29.8188,21.23496242,0.3995713,1.565084,3.6761339,-0.399830011,1.8634133
Ireland,2004,115.60638,IRL,4.08,1.844096158,5.189706393,0.065676655,4.7,28.0871,23.42634071,1.5415762,2.3949195,3.5238716,-0.287888361,2.19137829
Ireland,2005,114.88293,IRL,3.33,1.903617444,5.245517272,0.055810879,4.6,26.0537,26.29196251,2.000079,2.5930267,3.5369704,-0.241416564,2.8656218
Ireland,2006,115.45316,IRL,3.76,2.024133854,5.29419135,0.048674079,4.8,23.6452,27.18626059,2.3010817,3.7759799,3.8004234,0.528613763,0.89429808
Ireland,2008,123.30355,IRL,4.53,2.35765192,5.300053815,-0.045877072,6.8,42.5137,19.56824698,-1.670314,-5.7474523,5.2738909,0.497454988,-7.61801361
Ireland,2009,121.52247,IRL,5.23,1.972282891,5.247751643,-0.052302171,12.6,61.7541,17.38323039,-6.1476973,-11.8575002,3.7799144,-0.688505978,-2.18501659
Ireland,2010,112.6589,IRL,5.74,1.882843611,5.264441647,0.016690004,14.6,86.1351,14.17204851,-3.5771112,-29.2730631,3.3993099,-1.063287899,-3.21118188
Ireland,2011,111.40295,IRL,9.6,1.575609769,5.280794572,0.016352925,15.4,109.4282,14.08068169,-1.6051742,-10.1233059,2.4595669,-0.665806961,-0.09136682
Ireland,2012,106.531,IRL,6.17,1.382793292,5.276796943,-0.003997629,15.5,118.7302,17.436866,-2.8459953,-4.2770338,2.0363651,-0.119555128,3.35618431
Ireland,2013,108.30734,IRL,3.79,1.379487315,5.298481895,0.021684951,13.8,117.4946,16.26112831,-2.47664,-2.0302663,1.9861051,-0.141864344,-1.17573769
Ireland,2014,107.57288,IRL,2.37,1.536623312,5.387737927,0.089256032,11.9,101.2764,18.04362451,3.1682317,0.2665594,2.1256033,0.615678006,1.7824962
Ireland,2015,100,IRL,1.18,1.527316379,5.60780117,0.220063243,9.9,73.9967,22.56836778,5.4372708,0.5738883,1.689927,-0.342750987,4.52474327
Ireland,2016,100.99825,IRL,0.74,1.678479669,5.619953592,0.012152422,8.4,72.6397,32.13530196,1.8149461,1.5093814,1.9419573,0.2109385,9.56693418
Ireland,2017,101.27556,IRL,0.8,1.706971259,5.715714734,0.095761142,6.7,65.2341,30.64331064,0.039158,1.617417,1.8156195,-0.0441706,-1.49199132
Ireland,2018,102.56331,IRL,0.95,1.88292635,5.788447923,0.072733189,5.8,61.4716,25.90834896,-2.8264008,1.6784935,2.0130455,-0.1274522,-4.73496168
Ireland,2019,99.68114,IRL,0.33,2.051006951,5.837623947,0.049176024,5,55.9243,50.95482256,-5.6246185,1.6794393,2.267217,-0.0021892,25.0464736
Ireland,2020,100.0109,IRL,-0.06,2.141381502,5.906757436,0.069133489,5.9,57.007,39.01954228,-5.0942667,-3.8783942,2.3158907,-0.3217966,-11.93528028
Ireland,2021,99.85111,IRL,0.06,2.162522829,6.057378561,0.150621126,6.2,52.5642,20.0052714,5.7245748,-0.6669389,2.0346312,-0.1783827,-19.01427088
Ireland,2022,95.26123,IRL,1.75,2.235265561,6.140059158,0.082680597,4.5,43.1493,19.16009531,10.2850368,2.2880959,2.0145111,-0.0461494,-0.84517609
Ireland,2023,98.75848,IRL,2.87,2.320093747,6.083171291,-0.056887867,4.3,43.2833,20.86354044,0.8225748,2.1541055,2.3212193,0.2024467,1.70344513
Italy,2000,96.62805,ITA,5.58,3.840035669,7.422722654,0.038085989,10.7,108.7428,18.44567236,1.7367093,3.6824433,2.7800893,-0.299627993,NA
Italy,2001,97.0939,ITA,5.19,3.921180388,7.442588436,0.019865782,9.7,108.513,18.23611537,2.4008255,2.8623215,2.9557785,0.061635834,-0.20955699
Italy,2002,99.30412,ITA,5.03,3.732935755,7.44528395,0.002695514,9.1,105.9475,19.37008031,1.5940698,2.5407918,2.4420107,-0.725610825,1.13396494
Italy,2003,105.90572,ITA,4.25,3.949167483,7.445949488,0.000665539,8.8,105.1408,18.25476316,0.7463302,1.7143947,3.0294715,-0.176754732,-1.11531715
Italy,2004,107.5971,ITA,4.26,3.991120088,7.460581988,0.0146325,8.1,104.7376,18.24642709,1.1806725,1.1192185,3.1133775,-0.046559685,-0.00833607
Italy,2005,105.86616,ITA,3.56,4.008336255,7.468177246,0.007595258,7.8,106.171,18.52996485,1.4308731,0.3858384,3.1434758,-0.350115978,0.28353776
Italy,2006,105.34887,ITA,4.05,4.022351042,7.486011995,0.017834749,6.9,106.2486,18.79275373,2.6734875,0.80975,3.1314905,-0.175530235,0.26278888
Italy,2008,107.81746,ITA,4.68,4.026993855,7.490245195,-0.010284272,6.8,105.7782,18.42926924,2.0927608,2.3243027,3.1327743,-0.048561743,-0.36348449
Italy,2009,109.2154,ITA,4.31,4.117148745,7.435734585,-0.05451061,7.9,116.1112,16.69555781,-3.0945203,-0.6692731,3.6203998,0.057583484,-1.73371143
Italy,2010,104.26312,ITA,4.04,3.962454239,7.450909974,0.015175389,8.5,118.7169,17.18385977,-1.57902,0.0944408,3.0548016,-0.066093207,0.48830196
Italy,2011,104.32504,ITA,5.42,3.903817491,7.457840228,0.006930254,8.5,119.0856,17.04791711,-1.2178969,1.095355,2.8609317,0.17032738,-0.13594266
Italy,2012,102.36188,ITA,5.49,3.785892909,7.426089492,-0.031750735,10.9,125.849,15.85766787,-3.6184478,2.1331393,2.6247192,0.1000748,-1.19024924
Italy,2013,104.29713,ITA,4.32,3.714794928,7.407741829,-0.018347664,12.4,131.7795,14.82204284,-4.8777192,1.9154847,2.4898525,-0.245826571,-1.03562503
Italy,2014,104.59984,ITA,2.89,3.635253362,7.407727949,-1.39E-05,12.9,134.6837,14.54021741,-4.4586946,1.7321051,2.2995094,0.084848867,-0.28182543
Italy,2015,100,ITA,1.71,3.693070659,7.416545633,0.008817684,12,134.6545,14.66592476,-3.618262,1.6361669,2.4149906,0.227284273,0.12570735
Italy,2016,100.8826,ITA,1.49,3.640381383,7.428832052,0.012286419,11.7,134.0869,15.03039844,-2.3706166,1.4817668,2.2630641,0.0398738,0.36447368
Italy,2017,101.58189,ITA,2.11,3.615763699,7.444741639,0.015909587,11.3,133.5762,15.40628137,-1.016807,1.2362331,2.1731815,0.1318088,0.37588293
Italy,2018,103.48654,ITA,2.61,3.602790861,7.452973901,0.008232262,10.6,133.9889,15.84462105,-0.5689105,1.4286643,2.1275837,0.2568527,0.43833968
Italy,2019,101.19571,ITA,1.95,3.693907994,7.457256678,0.004282777,9.9,133.6392,15.80858693,-0.5296788,1.8875687,2.3205903,0.0833056,-0.03603412
Italy,2020,102.09034,ITA,1.17,3.725379507,7.364393022,-0.092863656,9.3,154.2881,15.57398989,-9.6113937,-5.9581013,2.6278256,-0.0037278,-0.23459704
Italy,2021,101.64437,ITA,0.81,3.89000012,7.449937784,0.085544762,9.5,145.7347,17.92646649,-1.5837285,-5.4347679,2.8440591,0.0075354,2.3524766
Italy,2022,99.37217,ITA,3.16,3.854883997,7.495501704,0.04556392,8.1,138.3491,19.22588512,1.7251731,-3.992379,2.6236134,0.0100315,1.29941863
Italy,2023,102.78356,ITA,4.28,4.053108444,7.502453575,0.006951871,7.7,134.7936,19.33089317,1.3236324,-3.5120748,3.1766426,0.3340027,0.10500805
Lithuania,2000,85.9434,LTU,NA,-0.718330036,3.002552267,0.033614483,16.4,23.4653,16.68492787,-4.8075307,-1.4497649,2.4212568,NA,NA
Lithuania,2001,86.33176,LTU,8.15,-0.717017505,3.065378355,0.062826087,17.3,22.8793,18.22461445,-3.8414829,-2.0212488,2.276809,NA,1.53968658
Lithuania,2002,88.72254,LTU,6.06,-0.386035284,3.130415096,0.065036741,13.7,22.1315,17.71756319,-3.2079295,-0.54977,2.9704676,NA,-0.50705126
Lithuania,2003,90.53946,LTU,5.32,-0.250620017,3.230729827,0.100314731,12.5,20.3588,18.45520639,1.0889183,-0.0293865,3.0765817,NA,0.7376432
Lithuania,2004,90.01247,LTU,4.5,-0.032731182,3.293723654,0.062993828,10.9,18.5908,19.21171748,1.911608,-0.4925517,3.5920231,0.311228533,0.75651109
Lithuania,2005,88.38724,LTU,3.7,0.046608975,3.368195312,0.074471658,8.3,17.6399,19.79359553,3.9647097,0.4221866,3.6095527,-0.135437454,0.58187805
Lithuania,2006,88.09929,LTU,4.08,0.290385246,3.439543033,0.07134772,5.8,17.2999,21.72370445,5.2036434,0.4270906,4.2888233,-0.04375811,1.93010892
Lithuania,2008,96.20542,LTU,5.61,0.648268391,3.570267356,0.025662222,5.8,14.5705,20.66548155,6.0379689,-2.4290841,5.3825983,-0.336545178,-1.0582229
Lithuania,2009,102.78241,LTU,14,0.288072987,3.409645595,-0.160621761,13.8,27.9108,13.42549306,-10.5194282,-7.8199089,4.4087781,-1.121529037,-7.23998849
Lithuania,2010,97.33875,LTU,5.57,0.426117705,3.413908255,0.00426266,17.8,36.6943,12.04514408,-10.2088213,-5.1042116,5.0398667,0.74545684,-1.38034898
Lithuania,2011,97.86526,LTU,5.16,0.472890975,3.475225732,0.061317476,15.4,37.4336,13.83177474,-5.559827,-4.0600082,4.9670963,-0.148785852,1.78663066
Lithuania,2012,95.87059,LTU,4.83,0.338826424,3.518121381,0.04289565,13.4,39.9035,13.41640286,-2.8657798,-1.1642449,4.1614985,-1.040842588,-0.41537188
Lithuania,2013,96.74964,LTU,3.83,0.321153597,3.557793355,0.039671974,11.8,38.8564,14.74108384,-1.1194854,-0.9247569,3.9295717,-0.114801929,1.32468098
Lithuania,2014,99.52818,LTU,2.79,0.298970342,3.594824511,0.037031156,10.7,40.7238,15.40389996,0.1770342,-0.0865144,3.7036396,0.070151464,0.66281612
Lithuania,2015,100,LTU,1.38,0.358373501,3.622758615,0.027934104,9.1,42.4159,15.77520832,0.5199504,0.8386593,3.8220429,-0.097839105,0.37130836
Lithuania,2016,101.92782,LTU,0.9,0.201487446,3.6491272,0.026368585,7.9,39.7899,16.73694704,0.8790817,1.4590154,3.1820652,-0.3786039,0.96173872
Lithuania,2017,102.38635,LTU,0.31,0.301885769,3.69421768,0.04509048,7.1,39.1259,16.77434769,2.5125103,1.5496321,3.3630163,0.2934133,0.03740065
Lithuania,2018,106.58419,LTU,0.31,0.323326198,3.742229919,0.048012238,6.2,33.3462,17.41726409,3.7064172,1.4823472,3.2748317,-0.0434152,0.6429164
Lithuania,2019,105.82676,LTU,0.31,0.332019819,3.787942583,0.045712664,6.3,35.5938,18.0444942,3.8387199,1.3393792,3.155817,-0.336055,0.62723011
Lithuania,2020,109.29457,LTU,0.22,0.687451398,3.788370654,0.000428071,8.5,45.8821,16.93292756,-0.1952432,-5.7014272,4.5007812,0.5888361,-1.11156664
Lithuania,2021,111.28115,LTU,0.16,0.402532042,3.850218237,0.061847583,7.1,43.2879,19.30401488,1.9598027,-0.6797853,3.1819174,-0.3234135,2.37108732
Lithuania,2022,116.15008,LTU,0.61,0.427927426,3.87527686,0.025058623,6,38.0583,19.29685158,0.8987332,-0.3722456,3.182989,0.299482,-0.0071633
Lithuania,2023,123.49846,LTU,2.88,0.713597076,3.878693704,0.003416844,6.9,37.3449,19.46212118,-2.0304266,-0.0987901,4.221006,0.4877452,0.1652696
Luxembourg,2000,91.46172,LUX,5.52,0.393231531,3.594161824,0.067080089,2.4,7.4941,16.55261913,5.0879091,5.8795277,4.0724301,-0.85896508,NA
Luxembourg,2001,91.81254,LUX,4.86,0.545715259,3.624442262,0.030280438,2.3,7.6232,17.27738277,3.273446,5.9341563,4.60178,0.049958255,0.72476364
Luxembourg,2002,92.57686,LUX,4.7,0.685796268,3.656187344,0.031745082,2.9,7.4479,16.17434506,2.1804172,2.2975808,5.1283251,0.599479986,-1.10303771
Luxembourg,2003,95.98553,LUX,3.32,0.718675806,3.682043895,0.025856551,3.7,7.4346,15.88452333,0.57791,0.5146166,5.164468,-0.610514008,-0.28982173
Luxembourg,2004,97.70785,LUX,2.84,0.754922707,3.723491728,0.041447833,5.1,7.8299,16.1055986,0.4948827,-1.2070854,5.1376777,-0.521625287,0.22107527
Luxembourg,2005,98.66386,LUX,2.41,0.840844935,3.748017324,0.024525596,4.5,7.9502,13.88478382,-0.8684198,-0.016446,5.4629984,-0.462926807,-2.22081478
Luxembourg,2006,99.16617,LUX,3.3,0.494188118,3.806444022,0.058426698,4.7,8.2051,14.57165388,1.3160173,2.1270781,3.643389,-1.08090066,0.68687006
Luxembourg,2008,102.01664,LUX,4.61,0.582639602,3.881311807,-0.003006339,5.1,14.6275,16.45086824,2.1804563,3.7215106,3.6932173,-0.658182464,1.87921436
Luxembourg,2009,102.98976,LUX,4.23,0.688919342,3.848386264,-0.032925543,5.1,15.2852,13.77441247,-3.0783613,0.1524427,4.2448363,-0.295762457,-2.67645577
Luxembourg,2010,101.35392,LUX,3.17,0.817288382,3.885300518,0.036914254,4.4,19.0896,12.17273326,-0.9642213,0.0941213,4.6513526,0.573545238,-1.60167921
Luxembourg,2011,102.16978,LUX,2.92,0.72352493,3.895689335,0.010388816,4.9,18.5031,15.02197369,-1.9695959,1.1593858,4.1912783,-0.456537332,2.84924043
